instructor_1,instructor_2
Ellen Francine Barbosa,Stevao Alves de Andrade
MÃ¡rcio Eduardo Delamaro,Stevao Alves de Andrade
Laurence Baker,Mildred Cho
Laurence Baker,Nigam Shah
Mildred Cho,Nigam Shah
Aneesha Verma,Dr. Derick Lindquist
Karlis Zars,Starweaver
Charles Russell Severance,"Colleen van Lent, Ph.D."
Diana Lopez Tavares,Rebecca Vieyra
Alberto AdÃ¡n Caballero GÃ³mez,Mohammad Reza Azarang Esfandiari
AndrÃ©s PÃ¡ez PeÃ±uela,Fredy Enrique Segura Quijano
AndrÃ©s PÃ¡ez PeÃ±uela,MarÃ­a Lorena FlÃ³rez Rojas
AndrÃ©s PÃ¡ez PeÃ±uela,Nicanor Quijano Silva
AndrÃ©s PÃ¡ez PeÃ±uela,NicolÃ¡s Cardozo
AndrÃ©s PÃ¡ez PeÃ±uela,Olga MariÃ±o Drews
AndrÃ©s PÃ¡ez PeÃ±uela,Pablo AndrÃ©s ArbelÃ¡ez Escalante
AndrÃ©s PÃ¡ez PeÃ±uela,RubÃ©n Francisco Manrique
Fredy Enrique Segura Quijano,MarÃ­a Lorena FlÃ³rez Rojas
Fredy Enrique Segura Quijano,Nicanor Quijano Silva
Fredy Enrique Segura Quijano,NicolÃ¡s Cardozo
Fredy Enrique Segura Quijano,Olga MariÃ±o Drews
Fredy Enrique Segura Quijano,Pablo AndrÃ©s ArbelÃ¡ez Escalante
Fredy Enrique Segura Quijano,RubÃ©n Francisco Manrique
MarÃ­a Lorena FlÃ³rez Rojas,Nicanor Quijano Silva
MarÃ­a Lorena FlÃ³rez Rojas,NicolÃ¡s Cardozo
MarÃ­a Lorena FlÃ³rez Rojas,Olga MariÃ±o Drews
MarÃ­a Lorena FlÃ³rez Rojas,Pablo AndrÃ©s ArbelÃ¡ez Escalante
MarÃ­a Lorena FlÃ³rez Rojas,RubÃ©n Francisco Manrique
Nicanor Quijano Silva,NicolÃ¡s Cardozo
Nicanor Quijano Silva,Olga MariÃ±o Drews
Nicanor Quijano Silva,Pablo AndrÃ©s ArbelÃ¡ez Escalante
Nicanor Quijano Silva,RubÃ©n Francisco Manrique
NicolÃ¡s Cardozo,Olga MariÃ±o Drews
NicolÃ¡s Cardozo,Pablo AndrÃ©s ArbelÃ¡ez Escalante
NicolÃ¡s Cardozo,RubÃ©n Francisco Manrique
Olga MariÃ±o Drews,Pablo AndrÃ©s ArbelÃ¡ez Escalante
Olga MariÃ±o Drews,RubÃ©n Francisco Manrique
Pablo AndrÃ©s ArbelÃ¡ez Escalante,RubÃ©n Francisco Manrique
MarÃ­a Josefina Gonzalez Aguilar,Susana Levantini
Rafael Tamayo Ãlvarez,RenÃ© UrueÃ±a
Diana Lopez Tavares,Rebecca Vieyra
Daniel Detjen Leal,Jorge Alfredo LÃ³pez JimÃ©nez
Daniel Detjen Leal,Juan
Daniel Detjen Leal,MarÃ­a Alejandra Sandoval
Daniel Detjen Leal,Nicanor Quijano Silva
Daniel Detjen Leal,Santiago Higuera Quintero
Jorge Alfredo LÃ³pez JimÃ©nez,Juan
Jorge Alfredo LÃ³pez JimÃ©nez,MarÃ­a Alejandra Sandoval
Jorge Alfredo LÃ³pez JimÃ©nez,Nicanor Quijano Silva
Jorge Alfredo LÃ³pez JimÃ©nez,Santiago Higuera Quintero
Juan,MarÃ­a Alejandra Sandoval
Juan,Nicanor Quijano Silva
Juan,Santiago Higuera Quintero
MarÃ­a Alejandra Sandoval,Nicanor Quijano Silva
MarÃ­a Alejandra Sandoval,Santiago Higuera Quintero
Nicanor Quijano Silva,Santiago Higuera Quintero
Jaume Pujol,MercÃ¨ Villanueva
Josep CerdÃ,Josep Manuel Berenguer
Josep CerdÃ,MartÃ­ Ruiz Carulla
Josep Manuel Berenguer,MartÃ­ Ruiz Carulla
Harry Cristhian Torres Moreno,John Calvo MartÃ­nez
Dr. Genta Nakano,Naxhelli Ruiz Rivera
Dr. Genta Nakano,Octavio GÃ³mez Ramos
Dr. Genta Nakano,Xyoli PÃ©rez Campos
Naxhelli Ruiz Rivera,Octavio GÃ³mez Ramos
Naxhelli Ruiz Rivera,Xyoli PÃ©rez Campos
Octavio GÃ³mez Ramos,Xyoli PÃ©rez Campos
Alex Tapscott,Don Tapscott
David Magnus,Nigam Shah
David Magnus,Steven Bagley
Nigam Shah,Steven Bagley
Aije Egwaikhide,Joseph Santarcangelo
Dee Dee Collette,IBM Skills Network Team
"Mark Komisky, JD","Sanjula Jain, Ph.D."
"Jeff Leek, PhD","Steven Salzberg, PhD"
Michelle Saltoun,Upkar Lidder
Amanda Wang,Brandon Armstrong
Amanda Wang,Isaac Bruss
Amanda Wang,Matt Rich
Amanda Wang,Megan Thompson
Amanda Wang,Sam Jones
Brandon Armstrong,Isaac Bruss
Brandon Armstrong,Matt Rich
Brandon Armstrong,Megan Thompson
Brandon Armstrong,Sam Jones
Isaac Bruss,Matt Rich
Isaac Bruss,Megan Thompson
Isaac Bruss,Sam Jones
Matt Rich,Megan Thompson
Matt Rich,Sam Jones
Megan Thompson,Sam Jones
Erik Adli,Francesca Curbis
Erik Adli,Mats Lindroos
Erik Adli,Sverker Werin
Francesca Curbis,Mats Lindroos
Francesca Curbis,Sverker Werin
Mats Lindroos,Sverker Werin
Martellini,"Vijay Vaidyanathan, PhD"
Carolyn Kohlmeier,Charlie Nuttelman
Kevin Wendt,Sanjai Rayadurgam
Julieta Moltrasio,Wanda Rubinstein
Lluis Foreman,Starweaver
Ashraf S. A. AlMadhoun,Starweaver
Aije Egwaikhide,Rav Ahuja
Aije Egwaikhide,Romeo Kienzler
Rav Ahuja,Romeo Kienzler
Rav Ahuja,Shubhra Das
Anna Delgove Alday,Starweaver
Luca Berton,Starweaver
Giulia Mangiaracina,University of Cambridge - Professional and Continuing Education
Dr Edward Anstead,Dr Simon Katan
Dee Dee Collette,Rav Ahuja
Kevin  Cardwell,Starweaver
Priya Kapoor,Rav Ahuja
Alex G.,Rafael Lopes
IBM Skills Network Team,Rajesh Menon
"Alan P. Brown, PhD, DABT","Douglas S. Auld, PhD"
"Alan P. Brown, PhD, DABT","Erland Stevens, PhD"
"Alan P. Brown, PhD, DABT","Sabine Guth, PhD"
"Alan P. Brown, PhD, DABT","Stephanie Dodd, MSc."
"Alan P. Brown, PhD, DABT","Sujal Deshmukh, PhD"
"Alan P. Brown, PhD, DABT","Thomas M. Smith, PhD"
"Alan P. Brown, PhD, DABT","W. Ross Tracey, PhD"
"Douglas S. Auld, PhD","Erland Stevens, PhD"
"Douglas S. Auld, PhD","Sabine Guth, PhD"
"Douglas S. Auld, PhD","Stephanie Dodd, MSc."
"Douglas S. Auld, PhD","Sujal Deshmukh, PhD"
"Douglas S. Auld, PhD","Thomas M. Smith, PhD"
"Douglas S. Auld, PhD","W. Ross Tracey, PhD"
"Erland Stevens, PhD","Sabine Guth, PhD"
"Erland Stevens, PhD","Stephanie Dodd, MSc."
"Erland Stevens, PhD","Sujal Deshmukh, PhD"
"Erland Stevens, PhD","Thomas M. Smith, PhD"
"Erland Stevens, PhD","W. Ross Tracey, PhD"
"Sabine Guth, PhD","Stephanie Dodd, MSc."
"Sabine Guth, PhD","Sujal Deshmukh, PhD"
"Sabine Guth, PhD","Thomas M. Smith, PhD"
"Sabine Guth, PhD","W. Ross Tracey, PhD"
"Stephanie Dodd, MSc.","Sujal Deshmukh, PhD"
"Stephanie Dodd, MSc.","Thomas M. Smith, PhD"
"Stephanie Dodd, MSc.","W. Ross Tracey, PhD"
"Sujal Deshmukh, PhD","Thomas M. Smith, PhD"
"Sujal Deshmukh, PhD","W. Ross Tracey, PhD"
"Thomas M. Smith, PhD","W. Ross Tracey, PhD"
Alessandro Di Lullo,Arne De Keyser
Alessandro Di Lullo,Attila Gadzag
Alessandro Di Lullo,Benoit Arnaud
Alessandro Di Lullo,Beth Porter
Alessandro Di Lullo,Claudia Ocera
Alessandro Di Lullo,David Wood
Alessandro Di Lullo,Deborah Quazzo
Alessandro Di Lullo,Douglas Arner
Alessandro Di Lullo,Giorgio Bordiga
Alessandro Di Lullo,Janos Barberis
Alessandro Di Lullo,Kai Liang
Alessandro Di Lullo,Maria Spies
Alessandro Di Lullo,Mayank Kumar
Alessandro Di Lullo,Neil Allison
Alessandro Di Lullo,Nick Barniville
Alessandro Di Lullo,Olivia de Paeztron
Alessandro Di Lullo,Olli Vallo
Alessandro Di Lullo,Pedro Vasconcellos
Alessandro Di Lullo,Roland Fines
Alessandro Di Lullo,Roselva Tunstall
Alessandro Di Lullo,Tamas Haiman
Alessandro Di Lullo,Will Fan
Arne De Keyser,Attila Gadzag
Arne De Keyser,Benoit Arnaud
Arne De Keyser,Beth Porter
Arne De Keyser,Claudia Ocera
Arne De Keyser,David Wood
Arne De Keyser,Deborah Quazzo
Arne De Keyser,Douglas Arner
Arne De Keyser,Giorgio Bordiga
Arne De Keyser,Janos Barberis
Arne De Keyser,Kai Liang
Arne De Keyser,Maria Spies
Arne De Keyser,Mayank Kumar
Arne De Keyser,Neil Allison
Arne De Keyser,Nick Barniville
Arne De Keyser,Olivia de Paeztron
Arne De Keyser,Olli Vallo
Arne De Keyser,Pedro Vasconcellos
Arne De Keyser,Roland Fines
Arne De Keyser,Roselva Tunstall
Arne De Keyser,Tamas Haiman
Arne De Keyser,Will Fan
Attila Gadzag,Benoit Arnaud
Attila Gadzag,Beth Porter
Attila Gadzag,Claudia Ocera
Attila Gadzag,David Wood
Attila Gadzag,Deborah Quazzo
Attila Gadzag,Douglas Arner
Attila Gadzag,Giorgio Bordiga
Attila Gadzag,Janos Barberis
Attila Gadzag,Kai Liang
Attila Gadzag,Maria Spies
Attila Gadzag,Mayank Kumar
Attila Gadzag,Neil Allison
Attila Gadzag,Nick Barniville
Attila Gadzag,Olivia de Paeztron
Attila Gadzag,Olli Vallo
Attila Gadzag,Pedro Vasconcellos
Attila Gadzag,Roland Fines
Attila Gadzag,Roselva Tunstall
Attila Gadzag,Tamas Haiman
Attila Gadzag,Will Fan
Benoit Arnaud,Beth Porter
Benoit Arnaud,Claudia Ocera
Benoit Arnaud,David Wood
Benoit Arnaud,Deborah Quazzo
Benoit Arnaud,Douglas Arner
Benoit Arnaud,Giorgio Bordiga
Benoit Arnaud,Janos Barberis
Benoit Arnaud,Kai Liang
Benoit Arnaud,Maria Spies
Benoit Arnaud,Mayank Kumar
Benoit Arnaud,Neil Allison
Benoit Arnaud,Nick Barniville
Benoit Arnaud,Olivia de Paeztron
Benoit Arnaud,Olli Vallo
Benoit Arnaud,Pedro Vasconcellos
Benoit Arnaud,Roland Fines
Benoit Arnaud,Roselva Tunstall
Benoit Arnaud,Tamas Haiman
Benoit Arnaud,Will Fan
Beth Porter,Claudia Ocera
Beth Porter,David Wood
Beth Porter,Deborah Quazzo
Beth Porter,Douglas Arner
Beth Porter,Giorgio Bordiga
Beth Porter,Janos Barberis
Beth Porter,Kai Liang
Beth Porter,Maria Spies
Beth Porter,Mayank Kumar
Beth Porter,Neil Allison
Beth Porter,Nick Barniville
Beth Porter,Olivia de Paeztron
Beth Porter,Olli Vallo
Beth Porter,Pedro Vasconcellos
Beth Porter,Roland Fines
Beth Porter,Roselva Tunstall
Beth Porter,Tamas Haiman
Beth Porter,Will Fan
Claudia Ocera,David Wood
Claudia Ocera,Deborah Quazzo
Claudia Ocera,Douglas Arner
Claudia Ocera,Giorgio Bordiga
Claudia Ocera,Janos Barberis
Claudia Ocera,Kai Liang
Claudia Ocera,Maria Spies
Claudia Ocera,Mayank Kumar
Claudia Ocera,Neil Allison
Claudia Ocera,Nick Barniville
Claudia Ocera,Olivia de Paeztron
Claudia Ocera,Olli Vallo
Claudia Ocera,Pedro Vasconcellos
Claudia Ocera,Roland Fines
Claudia Ocera,Roselva Tunstall
Claudia Ocera,Tamas Haiman
Claudia Ocera,Will Fan
David Wood,Deborah Quazzo
David Wood,Douglas Arner
David Wood,Giorgio Bordiga
David Wood,Janos Barberis
David Wood,Kai Liang
David Wood,Maria Spies
David Wood,Mayank Kumar
David Wood,Neil Allison
David Wood,Nick Barniville
David Wood,Olivia de Paeztron
David Wood,Olli Vallo
David Wood,Pedro Vasconcellos
David Wood,Roland Fines
David Wood,Roselva Tunstall
David Wood,Tamas Haiman
David Wood,Will Fan
Deborah Quazzo,Douglas Arner
Deborah Quazzo,Giorgio Bordiga
Deborah Quazzo,Janos Barberis
Deborah Quazzo,Kai Liang
Deborah Quazzo,Maria Spies
Deborah Quazzo,Mayank Kumar
Deborah Quazzo,Neil Allison
Deborah Quazzo,Nick Barniville
Deborah Quazzo,Olivia de Paeztron
Deborah Quazzo,Olli Vallo
Deborah Quazzo,Pedro Vasconcellos
Deborah Quazzo,Roland Fines
Deborah Quazzo,Roselva Tunstall
Deborah Quazzo,Tamas Haiman
Deborah Quazzo,Will Fan
Douglas Arner,Giorgio Bordiga
Douglas Arner,Janos Barberis
Douglas Arner,Kai Liang
Douglas Arner,Maria Spies
Douglas Arner,Mayank Kumar
Douglas Arner,Neil Allison
Douglas Arner,Nick Barniville
Douglas Arner,Olivia de Paeztron
Douglas Arner,Olli Vallo
Douglas Arner,Pedro Vasconcellos
Douglas Arner,Roland Fines
Douglas Arner,Roselva Tunstall
Douglas Arner,Tamas Haiman
Douglas Arner,Will Fan
Giorgio Bordiga,Janos Barberis
Giorgio Bordiga,Kai Liang
Giorgio Bordiga,Maria Spies
Giorgio Bordiga,Mayank Kumar
Giorgio Bordiga,Neil Allison
Giorgio Bordiga,Nick Barniville
Giorgio Bordiga,Olivia de Paeztron
Giorgio Bordiga,Olli Vallo
Giorgio Bordiga,Pedro Vasconcellos
Giorgio Bordiga,Roland Fines
Giorgio Bordiga,Roselva Tunstall
Giorgio Bordiga,Tamas Haiman
Giorgio Bordiga,Will Fan
Janos Barberis,Kai Liang
Janos Barberis,Maria Spies
Janos Barberis,Mayank Kumar
Janos Barberis,Neil Allison
Janos Barberis,Nick Barniville
Janos Barberis,Olivia de Paeztron
Janos Barberis,Olli Vallo
Janos Barberis,Pedro Vasconcellos
Janos Barberis,Roland Fines
Janos Barberis,Roselva Tunstall
Janos Barberis,Tamas Haiman
Janos Barberis,Will Fan
Kai Liang,Maria Spies
Kai Liang,Mayank Kumar
Kai Liang,Neil Allison
Kai Liang,Nick Barniville
Kai Liang,Olivia de Paeztron
Kai Liang,Olli Vallo
Kai Liang,Pedro Vasconcellos
Kai Liang,Roland Fines
Kai Liang,Roselva Tunstall
Kai Liang,Tamas Haiman
Kai Liang,Will Fan
Maria Spies,Mayank Kumar
Maria Spies,Neil Allison
Maria Spies,Nick Barniville
Maria Spies,Olivia de Paeztron
Maria Spies,Olli Vallo
Maria Spies,Pedro Vasconcellos
Maria Spies,Roland Fines
Maria Spies,Roselva Tunstall
Maria Spies,Tamas Haiman
Maria Spies,Will Fan
Mayank Kumar,Neil Allison
Mayank Kumar,Nick Barniville
Mayank Kumar,Olivia de Paeztron
Mayank Kumar,Olli Vallo
Mayank Kumar,Pedro Vasconcellos
Mayank Kumar,Roland Fines
Mayank Kumar,Roselva Tunstall
Mayank Kumar,Tamas Haiman
Mayank Kumar,Will Fan
Neil Allison,Nick Barniville
Neil Allison,Olivia de Paeztron
Neil Allison,Olli Vallo
Neil Allison,Pedro Vasconcellos
Neil Allison,Roland Fines
Neil Allison,Roselva Tunstall
Neil Allison,Tamas Haiman
Neil Allison,Will Fan
Nick Barniville,Olivia de Paeztron
Nick Barniville,Olli Vallo
Nick Barniville,Pedro Vasconcellos
Nick Barniville,Roland Fines
Nick Barniville,Roselva Tunstall
Nick Barniville,Tamas Haiman
Nick Barniville,Will Fan
Olivia de Paeztron,Olli Vallo
Olivia de Paeztron,Pedro Vasconcellos
Olivia de Paeztron,Roland Fines
Olivia de Paeztron,Roselva Tunstall
Olivia de Paeztron,Tamas Haiman
Olivia de Paeztron,Will Fan
Olli Vallo,Pedro Vasconcellos
Olli Vallo,Roland Fines
Olli Vallo,Roselva Tunstall
Olli Vallo,Tamas Haiman
Olli Vallo,Will Fan
Pedro Vasconcellos,Roland Fines
Pedro Vasconcellos,Roselva Tunstall
Pedro Vasconcellos,Tamas Haiman
Pedro Vasconcellos,Will Fan
Roland Fines,Roselva Tunstall
Roland Fines,Tamas Haiman
Roland Fines,Will Fan
Roselva Tunstall,Tamas Haiman
Roselva Tunstall,Will Fan
Tamas Haiman,Will Fan
Alexander Fred-Ojala,Shawn Hymel
Anna Delgove Alday,Starweaver
Christo Oehley,SkillUp
Kasie Pardi,Paul Pardi
Prof. Gaurav S. Kasbekar,Prof. Laxmeesha Somappa
Prof. Gaurav S. Kasbekar,Prof. Rajbabu Velmurugan
Prof. Laxmeesha Somappa,Prof. Rajbabu Velmurugan
E R Suresh Narain,SkillUp
Ehud de Shalit,Itamar  Cwik
Ehud de Shalit,Raz Kupferman
Itamar  Cwik,Raz Kupferman
Julian Jenkins,Starweaver
Rama Prasad,Seth Nfonoyim-Hara
Rama Prasad,Seth Nfonoyim-Hara
IBM Skills Network Team,Lavanya Thiruvali Sunderarajan
IBM Skills Network Team,Ramanujam Srinivasan
Lavanya Thiruvali Sunderarajan,Ramanujam Srinivasan
MongoDB University,MongoDB for Academia
Muhammad Yahya,Ramesh Sannareddy
Muhammad Yahya,Rav Ahuja
Muhammad Yahya,Steve Ryan
Ramesh Sannareddy,Rav Ahuja
Ramesh Sannareddy,Steve Ryan
Rav Ahuja,Steve Ryan
Carleton Cornish,David Mills
Carleton Cornish,Nigel Wiltshire
Carleton Cornish,Rohit Rahi
Carleton Cornish,Samvit Mishra
David Mills,Nigel Wiltshire
David Mills,Rohit Rahi
David Mills,Samvit Mishra
Nigel Wiltshire,Rohit Rahi
Nigel Wiltshire,Samvit Mishra
Rohit Rahi,Samvit Mishra
Joanna Pina,Starweaver
Rebecca Vieyra,Zachariah Mbasu
Eva Fernandez G.G.,Marco Giugni
Eva Fernandez G.G.,Michele Bocchiola
Eva Fernandez G.G.,Valentina Holecz
Marco Giugni,Michele Bocchiola
Marco Giugni,Valentina Holecz
Michele Bocchiola,Valentina Holecz
Bethany Hudnutt,Kasie Pardi
Bethany Hudnutt,Rav Ahuja
Kasie Pardi,Rav Ahuja
Rav Ahuja,Sandip Saha Joy
Helen Nam,Tamy Chapman
Manas Dasgupta,Starweaver
Jack Farmer,Joseph Iraci
Daniel C. Yeomans,SkillUp
"Ira ""Ike"" Levine",Jennifer Smith
"Daniel J. Pesut, Ph.D., RN, FAAN","Karen A. Monsen, PhD, RN, FAMIA, FNAP, FAAN"
Bethany Hudnutt,Rav Ahuja
Dr. Ashita Aggarwal,Janakiraman Moorthy
Dr. Ashita Aggarwal,Ruppal Walia Sharma
Janakiraman Moorthy,Ruppal Walia Sharma
Amy Norton,Rav Ahuja
IBM Skills Network Team,Navdeep Malhotra
JosÃ© Ignacio GonzÃ¡lez,Susana Carolina Barradas
Stephen Cooper,Susan H. Rodger
"Krystal Hodge, PhD, MPH","Saima Hasnin, PhD, MS"
James Bertram,Robert Metzger
James Bertram,Robert Metzger
Hugues Langlois,Marion Le Morhedec
Maarten Weyn,Martin Timmerman
Ali Saghaeian,Starweaver
Dr. Douglas C. Schmidt,Dr. Jerry Roth
Dr. Douglas C. Schmidt,Dr. Julie L. Johnson
Dr. Douglas C. Schmidt,Michael Walker
Dr. Jerry Roth,Dr. Julie L. Johnson
Dr. Jerry Roth,Michael Walker
Dr. Julie L. Johnson,Michael Walker
IBM Skills Network Team,Ramanujam Srinivasan
Andrew D. Hilton,Owen Astrachan
Andrew D. Hilton,Robert Duvall
Andrew D. Hilton,Susan H. Rodger
Owen Astrachan,Robert Duvall
Owen Astrachan,Susan H. Rodger
Robert Duvall,Susan H. Rodger
Andrew D. Hilton,Owen Astrachan
Andrew D. Hilton,Robert Duvall
Andrew D. Hilton,Susan H. Rodger
Owen Astrachan,Robert Duvall
Owen Astrachan,Susan H. Rodger
Robert Duvall,Susan H. Rodger
Charles Russell Severance,"Colleen van Lent, Ph.D."
IBM Skills Network Team,Richa Arora
Eve Litt,John Cotton
John Grim,Mary Evelyn Tucker
John Grim,Mary Evelyn Tucker
Henri Laurie,Juan H Klopper
Fang Yang,Wenxia Zhang
Fang Yang,Wenxia Zhang
Christine Gold,Daniel Nicklas
Christine Gold,"Mary Kohn, MD"
Daniel Nicklas,"Mary Kohn, MD"
Ana Paula Manzalli,Julci Rocha
Andreas Vilhelmsson,Martin StafstrÃ¶m
Eun Sil Hong,Kyong Hwon Kim
Kyong Hwon Kim,Won-Sook Hyun
Kyong Hwon Kim,Su Mi Lee
SO JEONG PARK,SU-HYUN KIM
Ahyoung Lee,KWON KR
Ahyoung Lee,Youngsun Back
KWON KR,Youngsun Back
Prof. Kenneth Hsien-yung Pai ç½åå,Prof. Wei Hua è¯ç
Prof. Kenneth Hsien-yung Pai ç½åå,Prof. Lindy Li Mark ææå¾·
Prof. Kenneth Hsien-yung Pai ç½åå,Prof. Wei Hua è¯ç
Prof. Lindy Li Mark ææå¾·,Prof. Wei Hua è¯ç
Claudia Suaznabar,Miguel PorrÃºa
Claudia Suaznabar,Pau Puig GabarrÃ³
Miguel PorrÃºa,Pau Puig GabarrÃ³
Alma Quintero SepÃºlveda,Ana MarÃ­a GÃ³mez Solares
Alma Quintero SepÃºlveda,JOSÃ MARTÃNEZ HERNÃNDEZ
Alma Quintero SepÃºlveda,Karla Corcetti
Alma Quintero SepÃºlveda,Luis Alberto Serra BarragÃ¡n
Alma Quintero SepÃºlveda,Merlin Cochran
Alma Quintero SepÃºlveda,Pablo Ramirez Gil
Alma Quintero SepÃºlveda,Sayra RubÃ­ Torres
Ana MarÃ­a GÃ³mez Solares,JOSÃ MARTÃNEZ HERNÃNDEZ
Ana MarÃ­a GÃ³mez Solares,Karla Corcetti
Ana MarÃ­a GÃ³mez Solares,Luis Alberto Serra BarragÃ¡n
Ana MarÃ­a GÃ³mez Solares,Merlin Cochran
Ana MarÃ­a GÃ³mez Solares,Pablo Ramirez Gil
Ana MarÃ­a GÃ³mez Solares,Sayra RubÃ­ Torres
JOSÃ MARTÃNEZ HERNÃNDEZ,Karla Corcetti
JOSÃ MARTÃNEZ HERNÃNDEZ,Luis Alberto Serra BarragÃ¡n
JOSÃ MARTÃNEZ HERNÃNDEZ,Merlin Cochran
JOSÃ MARTÃNEZ HERNÃNDEZ,Pablo Ramirez Gil
JOSÃ MARTÃNEZ HERNÃNDEZ,Sayra RubÃ­ Torres
Karla Corcetti,Luis Alberto Serra BarragÃ¡n
Karla Corcetti,Merlin Cochran
Karla Corcetti,Pablo Ramirez Gil
Karla Corcetti,Sayra RubÃ­ Torres
Luis Alberto Serra BarragÃ¡n,Merlin Cochran
Luis Alberto Serra BarragÃ¡n,Pablo Ramirez Gil
Luis Alberto Serra BarragÃ¡n,Sayra RubÃ­ Torres
Merlin Cochran,Pablo Ramirez Gil
Merlin Cochran,Sayra RubÃ­ Torres
Pablo Ramirez Gil,Sayra RubÃ­ Torres
Carlos Juvencio LÃ³pez JimÃ©nez,MarÃ­a EncarnaciÃ³n Mena MartÃ­nez
Dr. Justin Shewell,Dr. Shane Dixon
Dr. Justin Shewell,Jessica Cinco
Dr. Shane Dixon,Jessica Cinco
Isabelle Racine,Laurent Gajo
Isabelle Racine,Mariana Fonseca Favre
Laurent Gajo,Mariana Fonseca Favre
Edgar Morin,Laurent Bibard
Rosalind English,University of Cambridge - Professional and Continuing Education
"Alan P. Brown, PhD, DABT","Douglas S. Auld, PhD"
"Alan P. Brown, PhD, DABT","Erland Stevens, PhD"
"Alan P. Brown, PhD, DABT","Sabine Guth, PhD"
"Alan P. Brown, PhD, DABT","Stephanie Dodd, MSc."
"Alan P. Brown, PhD, DABT","Sujal Deshmukh, PhD"
"Alan P. Brown, PhD, DABT","Thomas M. Smith, PhD"
"Alan P. Brown, PhD, DABT","W. Ross Tracey, PhD"
"Douglas S. Auld, PhD","Erland Stevens, PhD"
"Douglas S. Auld, PhD","Sabine Guth, PhD"
"Douglas S. Auld, PhD","Stephanie Dodd, MSc."
"Douglas S. Auld, PhD","Sujal Deshmukh, PhD"
"Douglas S. Auld, PhD","Thomas M. Smith, PhD"
"Douglas S. Auld, PhD","W. Ross Tracey, PhD"
"Erland Stevens, PhD","Sabine Guth, PhD"
"Erland Stevens, PhD","Stephanie Dodd, MSc."
"Erland Stevens, PhD","Sujal Deshmukh, PhD"
"Erland Stevens, PhD","Thomas M. Smith, PhD"
"Erland Stevens, PhD","W. Ross Tracey, PhD"
"Sabine Guth, PhD","Stephanie Dodd, MSc."
"Sabine Guth, PhD","Sujal Deshmukh, PhD"
"Sabine Guth, PhD","Thomas M. Smith, PhD"
"Sabine Guth, PhD","W. Ross Tracey, PhD"
"Stephanie Dodd, MSc.","Sujal Deshmukh, PhD"
"Stephanie Dodd, MSc.","Thomas M. Smith, PhD"
"Stephanie Dodd, MSc.","W. Ross Tracey, PhD"
"Sujal Deshmukh, PhD","Thomas M. Smith, PhD"
"Sujal Deshmukh, PhD","W. Ross Tracey, PhD"
"Thomas M. Smith, PhD","W. Ross Tracey, PhD"
Robert Austin,Shannon Hessel
E R Suresh Narain,SkillUp
"Daniel J. Pesut, Ph.D., RN, FAAN","Karen A. Monsen, PhD, RN, FAMIA, FNAP, FAAN"
David S. Charles,Denise Lewin Loyd
David S. Charles,Elizabeth A. Luckman
David S. Charles,Kari Keating
Denise Lewin Loyd,Elizabeth A. Luckman
Denise Lewin Loyd,Kari Keating
Elizabeth A. Luckman,Kari Keating
David S. Charles,Denise Lewin Loyd
David S. Charles,Elizabeth A. Luckman
David S. Charles,Kari Keating
Denise Lewin Loyd,Elizabeth A. Luckman
Denise Lewin Loyd,Kari Keating
Elizabeth A. Luckman,Kari Keating
"Maxim Sytch, Ph.D.","Scott DeRue, Ph.D."
Kelley O'Connell,Starweaver
Mustafa Bayulgen,Starweaver
Chloe Barrett,Hilary Gupte
Chloe Barrett,Maxwell Boardman
Chloe Barrett,Olivia Bradbury
Hilary Gupte,Maxwell Boardman
Hilary Gupte,Olivia Bradbury
Maxwell Boardman,Olivia Bradbury
An Na,Wang Jun
Guil Hernandez,Per Harald Borgen
Jennifer Campbell,Paul Gries
Dr Mary Kalantzis,Dr William Cope
Brad Boyson,Rachel Landers
Associate Professor Gavin Brown,Dr  Peter Keegan
Associate Professor Gavin Brown,Professor John MacBeath
Dr  Peter Keegan,Professor John MacBeath
Dr. Barbara Oakley,Dr. Jules White
Chris Quintana,"Rebecca Quintana, PhD"
Chris Quintana,"Rebecca Quintana, PhD"
Chris Quintana,"Rebecca Quintana, PhD"
Beth Christie,Pete Higgins
Dr. Barbara Oakley,Dr. Terrence Sejnowski
Dr. Barbara Oakley,Dr. Terrence Sejnowski
Dr. Barbara Oakley,Linda Walker
Dr. Terrence Sejnowski,Linda Walker
Dr. Barbara Oakley,Nisha Nipasuwan
Dr. Barbara Oakley,Dr. Terrence Sejnowski
Dr. Barbara Oakley,Greg Hammons
Dr. Terrence Sejnowski,Greg Hammons
Daniela Casiraghi,Federica Brambilla
Daniela Casiraghi,Susanna Sancassani
Federica Brambilla,Susanna Sancassani
Dr Mary Kalantzis,Dr William Cope
Beth Christie,Pete Higgins
Beth Christie,Betsy King
Ben Daley,John  Bosselman
Ben Daley,Judy Wu
Ben Daley,Patrick E.  Yurick
John  Bosselman,Judy Wu
John  Bosselman,Patrick E.  Yurick
Judy Wu,Patrick E.  Yurick
Lina Paola  Buitrago Ubaque,Lorena Chaparro Diaz
Lina Paola  Buitrago Ubaque,Sonia Patricia CarreÃ±o Moreno
Lorena Chaparro Diaz,Sonia Patricia CarreÃ±o Moreno
Daniela Casiraghi,Susanna Sancassani
Juliana Lesmes Alvarado,Tatiana CÃ¡ceres DomÃ­nguez
